image_id,timestamp,sonar_ping_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,class,confidence,heading_deg,speed_m_s,latitude,longitude,depth_m
IMG-000172,2025-09-10T03:10:39.904495Z,PING-007019,0.0613,0.3552,0.1535,0.4185,rock,0.71,206.3,1.8,24.453971,67.377441,136.52
IMG-000173,2025-09-01T13:32:51.746696Z,PING-009487,0.1135,0.2666,0.3268,0.3195,rock,0.86,207.53,0.64,24.62978,66.933095,314.62
IMG-000174,2025-09-14T02:59:42.570124Z,PING-008908,0.8079,0.2655,0.981,0.3185,wreck,0.85,227.44,0.86,25.18633,67.312437,268.25
IMG-000175,2025-08-31T00:00:52.481364Z,PING-004288,0.452,0.1872,0.4996,0.2527,fish,0.89,90.89,2.22,25.839703,67.547647,233.7
IMG-000176,2025-09-15T11:56:45.314545Z,PING-010425,0.2827,0.48,0.3644,0.567,submersible,0.73,149.04,1.81,24.533031,66.510086,420.19
IMG-000177,2025-09-06T08:55:12.714994Z,PING-008209,0.4932,0.2856,0.5579,0.3461,fish,0.58,78.19,0.63,25.490186,66.879265,181.22
IMG-000178,2025-09-22T20:54:58.828189Z,PING-005520,0.0826,0.6094,0.2564,0.7193,rock,0.83,334.28,1.72,23.481335,66.818158,155.23
IMG-000179,2025-08-29T21:29:08.984609Z,PING-013424,0.1394,0.3745,0.1604,0.5184,buoy,0.64,343.1,0.63,24.643908,67.434947,150.39
IMG-000180,2025-09-05T00:02:18.679305Z,PING-007120,0.471,0.0804,0.5188,0.2508,wreck,0.35,219.51,2.11,24.090269,67.150749,340.99
IMG-000181,2025-08-29T04:10:18.064439Z,PING-013411,0.6395,0.5493,0.7479,0.5813,fish,0.7,7.68,1.45,24.500321,66.661429,29.78
IMG-000182,2025-09-22T12:15:00.555961Z,PING-004600,0.146,0.4049,0.3585,0.5412,fish,0.64,142.35,2.15,24.754649,67.708475,268.65
IMG-000183,2025-09-21T02:09:18.301347Z,PING-019629,0.1927,0.2353,0.2937,0.3105,fish,0.75,47.57,0.47,23.807811,66.957049,117.93
IMG-000184,2025-09-02T12:11:19.396421Z,PING-014636,0.2706,0.2193,0.4046,0.2572,buoy,0.45,269.64,0.35,25.820537,66.805246,139.26
IMG-000185,2025-09-14T13:39:33.344704Z,PING-009022,0.2266,0.5731,0.2739,0.6843,fish,0.78,157.22,1.45,24.987027,66.878598,104.94
IMG-000186,2025-09-19T06:52:14.640305Z,PING-002396,0.4693,0.1761,0.516,0.279,fish,0.79,246.98,3.47,24.520515,66.37289,251.18
IMG-000187,2025-09-11T10:12:55.201049Z,PING-018815,0.1296,0.1247,0.3,0.2835,buoy,0.68,306.06,1.5,24.330433,67.578973,114.18
IMG-000188,2025-09-10T15:49:08.996482Z,PING-010556,0.3348,0.0422,0.3956,0.0923,fish,0.99,193.46,0.13,25.298203,66.096149,186.25
IMG-000189,2025-09-02T00:36:15.835397Z,PING-018164,0.2462,0.5658,0.3546,0.6341,rock,0.81,189.21,1.78,25.044414,67.678868,146.2
IMG-000190,2025-08-28T13:30:17.071536Z,PING-017356,0.3666,0.0958,0.4901,0.1158,fish,0.91,202.89,0.82,25.061114,66.857003,157.58
IMG-000191,2025-09-21T16:27:57.941998Z,PING-019257,0.3836,0.0453,0.413,0.1221,fish,0.71,338.7,0.08,25.025602,65.743041,217.01
IMG-000192,2025-09-21T18:46:18.301550Z,PING-005869,0.0817,0.4232,0.119,0.4432,fish,0.81,335.4,0.93,24.951705,66.169473,437.8
IMG-000193,2025-09-13T18:18:13.674635Z,PING-008703,0.4925,0.102,0.5125,0.1836,buoy,0.47,185.31,2.25,24.432421,67.906761,60.52
IMG-000194,2025-09-04T22:34:19.915781Z,PING-003683,0.6086,0.0872,0.661,0.1749,buoy,0.29,326.84,2.83,24.998035,67.119771,339.17
IMG-000195,2025-09-05T05:54:05.914779Z,PING-013407,0.2603,0.2361,0.4295,0.3589,wreck,0.84,95.24,2.55,25.661687,66.613726,192.32
IMG-000196,2025-09-16T13:09:31.817015Z,PING-000445,0.4741,0.2612,0.5888,0.3481,wreck,0.99,228.53,0.41,24.119906,66.211259,79.72
IMG-000197,2025-09-21T16:23:24.491180Z,PING-011968,0.2104,0.1961,0.472,0.2976,rock,0.99,53.12,2.02,25.017594,66.469536,270.37
IMG-000198,2025-09-21T09:10:22.709078Z,PING-010988,0.2532,0.1362,0.4467,0.199,buoy,0.77,86.21,1.05,24.837963,66.632712,163.33
IMG-000199,2025-09-18T03:58:52.112246Z,PING-001082,0.3817,0.1001,0.4434,0.2555,rock,0.87,163.27,0.7,24.556508,66.783424,285.17
IMG-000200,2025-09-14T00:44:00.724215Z,PING-009007,0.3669,0.3671,0.4371,0.5557,rock,0.99,135.46,2.65,25.39826,67.160971,181.33
IMG-000201,2025-08-28T07:03:05.486650Z,PING-007922,0.2426,0.2573,0.4477,0.3763,fish,0.7,97.37,1.69,25.273259,66.898795,229.9
IMG-000202,2025-08-30T14:50:36.324316Z,PING-011011,0.3349,0.2635,0.3549,0.3414,buoy,0.64,308.67,1.43,24.467775,67.053062,178.32
IMG-000203,2025-09-21T17:25:47.154045Z,PING-012518,0.1134,0.2168,0.193,0.2766,buoy,0.64,142.27,1.34,25.534756,66.145621,159.77
IMG-000204,2025-09-12T23:05:58.820021Z,PING-011041,0.4294,0.4721,0.5038,0.5268,fish,0.75,126.0,0.11,25.145084,67.600146,351.08
IMG-000205,2025-08-26T01:05:33.455173Z,PING-006008,0.0237,0.1195,0.082,0.202,fish,0.66,346.87,2.25,25.481472,67.494889,292.61
IMG-000206,2025-08-28T19:31:48.936492Z,PING-013305,0.445,0.2157,0.6038,0.25,rock,0.79,116.86,1.44,25.179721,66.753205,144.7
IMG-000207,2025-09-14T16:11:31.282911Z,PING-005223,0.2256,0.3168,0.2662,0.3957,rock,0.85,154.78,0.32,24.907472,67.675067,198.57
IMG-000208,2025-08-25T22:06:54.322712Z,PING-009207,0.2304,0.3381,0.2993,0.4066,fish,0.78,8.6,1.77,26.096147,66.624645,278.85
IMG-000209,2025-08-30T14:15:09.166657Z,PING-013904,0.7954,0.1869,0.8393,0.2949,buoy,0.94,319.16,0.99,24.804553,67.394542,135.5
IMG-000210,2025-09-11T05:33:32.679421Z,PING-018148,0.1338,0.0376,0.2416,0.0988,fish,0.56,171.45,1.36,23.924214,66.836805,389.23
IMG-000211,2025-09-15T12:38:07.049802Z,PING-003842,0.645,0.3667,0.7472,0.4517,rock,0.55,318.08,2.02,24.172412,67.508232,120.24
IMG-000212,2025-09-14T07:52:58.282014Z,PING-014184,0.2674,0.3229,0.4035,0.4305,fish,0.78,186.95,0.8,25.029802,66.869574,13.01
IMG-000213,2025-09-01T11:56:40.747505Z,PING-004770,0.21,0.1076,0.2492,0.2082,submersible,0.64,334.58,2.75,25.260903,66.86027,40.45
IMG-000214,2025-09-16T03:14:23.239116Z,PING-012932,0.3685,0.2588,0.5234,0.3991,mine_like_object,0.91,229.69,1.09,24.049337,67.907883,45.03
IMG-000215,2025-09-01T21:17:24.332175Z,PING-001937,0.1535,0.0388,0.2151,0.0995,fish,0.67,262.55,0.94,24.7645,66.85448,330.02
IMG-000216,2025-09-04T12:45:30.715012Z,PING-015687,0.0684,0.7077,0.0979,0.7817,fish,0.55,258.49,2.29,25.26319,67.100622,159.7
IMG-000217,2025-09-17T03:56:40.419449Z,PING-008266,0.2386,0.1244,0.3024,0.2315,fish,0.94,128.89,1.76,24.467213,65.978749,59.92
IMG-000218,2025-09-14T06:12:23.171713Z,PING-007340,0.481,0.2477,0.6297,0.3889,wreck,0.7,182.65,2.81,24.666129,66.230298,296.92
IMG-000219,2025-09-20T05:54:41.777384Z,PING-014169,0.3411,0.3728,0.4575,0.3928,fish,0.87,159.14,0.44,24.522677,67.235491,178.76
IMG-000220,2025-09-14T11:57:07.314225Z,PING-002481,0.449,0.612,0.536,0.7128,fish,0.66,160.16,0.92,23.940287,67.223553,81.77
IMG-000221,2025-09-11T19:39:10.597229Z,PING-000069,0.0417,0.0336,0.2335,0.1181,buoy,0.7,345.95,1.52,24.297229,66.290258,323.55
IMG-000222,2025-08-28T13:54:59.695593Z,PING-015377,0.3772,0.1471,0.4806,0.3251,submersible,0.73,27.37,1.49,24.83093,66.995196,59.08
IMG-000223,2025-09-05T19:13:34.058913Z,PING-017138,0.0491,0.5028,0.2207,0.5228,mine_like_object,0.99,25.63,3.97,24.741506,66.293048,69.41
IMG-000224,2025-09-02T17:24:59.234414Z,PING-011576,0.0873,0.0623,0.158,0.1324,fish,0.85,139.94,1.72,24.810098,67.269355,258.19
IMG-000225,2025-09-02T02:08:35.853022Z,PING-014837,0.3218,0.3079,0.4115,0.5429,fish,0.73,147.51,0.82,25.775642,66.864443,177.36
IMG-000226,2025-09-23T23:02:18.055301Z,PING-003275,0.2498,0.1841,0.4114,0.2347,fish,0.67,86.97,1.78,24.321153,66.991252,98.21
IMG-000227,2025-09-06T13:30:03.999719Z,PING-015446,0.1187,0.4896,0.1527,0.5418,fish,0.6,224.42,2.59,23.973355,66.765207,260.62
IMG-000228,2025-09-21T12:44:39.368402Z,PING-002132,0.2816,0.0448,0.3142,0.2893,rock,0.8,82.13,1.03,25.525504,66.903079,252.78
IMG-000229,2025-09-13T16:53:26.015968Z,PING-005363,0.2583,0.2158,0.3472,0.2747,wreck,0.61,192.7,0.31,25.288715,68.07931,164.96
IMG-000230,2025-09-18T14:44:05.596163Z,PING-009784,0.4249,0.1172,0.524,0.2498,fish,0.85,55.72,0.13,24.861289,67.079742,118.38
IMG-000231,2025-09-09T20:22:10.042712Z,PING-011223,0.1742,0.1885,0.3585,0.2109,fish,0.84,280.8,1.11,24.251956,67.357857,149.66
IMG-000232,2025-09-12T01:50:29.566335Z,PING-006807,0.4993,0.0774,0.52,0.2112,fish,0.74,73.56,1.64,25.001682,65.430606,404.08
IMG-000233,2025-09-09T13:05:00.559761Z,PING-001858,0.1614,0.3835,0.2655,0.4035,rock,0.81,342.79,1.04,25.014116,66.842622,164.75
IMG-000234,2025-08-31T15:02:44.521756Z,PING-003693,0.0926,0.0976,0.1523,0.1176,fish,0.89,248.29,1.61,25.107371,66.746712,325.92
IMG-000235,2025-09-16T10:38:10.580141Z,PING-013123,0.2163,0.1538,0.3647,0.4676,buoy,0.4,143.56,3.18,25.420229,66.469719,5.37
IMG-000236,2025-09-03T04:37:36.660830Z,PING-000481,0.3477,0.2979,0.4801,0.3469,buoy,0.53,275.16,2.19,25.014991,66.527804,56.0
IMG-000237,2025-08-26T11:58:41.682373Z,PING-003205,0.2472,0.8839,0.3231,0.9227,fish,0.55,25.8,2.44,24.303704,66.114523,140.38
IMG-000238,2025-09-14T03:12:38.888374Z,PING-008087,0.3336,0.174,0.4594,0.2009,rock,0.7,292.73,1.72,24.437121,67.520159,191.47
IMG-000239,2025-08-31T01:59:25.578406Z,PING-015231,0.3515,0.1859,0.5144,0.2806,buoy,0.68,213.05,2.1,24.971913,66.571515,227.15
IMG-000240,2025-09-22T23:36:03.348026Z,PING-013875,0.2645,0.1421,0.3222,0.1686,fish,0.74,197.89,3.47,24.882033,67.209499,81.97
IMG-000241,2025-09-23T09:17:57.568974Z,PING-004120,0.1708,0.2953,0.4183,0.3153,rock,0.93,94.76,2.88,24.896147,66.9903,108.97
IMG-000242,2025-09-22T05:10:23.196834Z,PING-012062,0.1366,0.1307,0.1766,0.185,fish,0.79,3.19,0.26,24.131517,67.386994,282.44
IMG-000243,2025-09-05T20:59:06.048445Z,PING-017715,0.0808,0.6028,0.1848,0.7817,wreck,0.83,259.65,1.21,24.653298,66.432264,252.53
IMG-000244,2025-08-26T05:35:58.247426Z,PING-007198,0.3019,0.5386,0.3468,0.5981,fish,0.91,137.11,1.82,24.95972,66.938406,212.09
IMG-000245,2025-09-22T14:51:36.411610Z,PING-012360,0.1995,0.5554,0.2823,0.581,rock,0.71,8.11,3.7,25.851718,66.500185,17.14
IMG-000246,2025-09-07T14:45:48.009821Z,PING-012718,0.3789,0.1369,0.4144,0.3433,fish,0.58,155.5,1.2,24.796081,66.863776,3.81
IMG-000247,2025-09-23T18:27:43.988344Z,PING-004836,0.4278,0.8523,0.4878,0.8846,fish,0.59,278.59,3.29,24.513306,66.463975,212.83
IMG-000248,2025-09-23T16:16:37.677998Z,PING-010453,0.1645,0.1146,0.2191,0.3435,fish,0.69,123.39,1.33,24.897286,67.002915,204.89
IMG-000249,2025-09-20T08:38:15.205954Z,PING-010192,0.0681,0.1503,0.1179,0.1703,fish,0.9,194.61,2.16,25.058987,67.13408,164.34
IMG-000250,2025-09-03T14:28:26.225627Z,PING-019190,0.2992,0.1482,0.3714,0.2545,fish,0.64,297.99,2.95,23.750395,67.171841,121.78
IMG-000251,2025-09-06T07:44:28.009919Z,PING-018007,0.1325,0.0741,0.21,0.1407,buoy,0.98,290.94,0.53,24.955126,67.21303,203.41
IMG-000252,2025-09-20T07:17:20.949955Z,PING-005149,0.166,0.6672,0.2297,0.7943,fish,0.75,115.37,0.43,25.082615,67.370503,52.7
IMG-000253,2025-09-04T06:39:16.534748Z,PING-008869,0.1705,0.2784,0.3096,0.3279,fish,0.61,78.79,1.0,24.474342,67.615592,260.53
IMG-000254,2025-08-30T20:30:19.896793Z,PING-018778,0.2873,0.0736,0.4476,0.1798,fish,0.55,213.29,1.71,24.832091,66.728954,162.83
IMG-000255,2025-09-11T11:22:03.569675Z,PING-019949,0.0554,0.3066,0.2057,0.3723,fish,0.76,214.42,0.18,23.870681,67.072484,19.24
IMG-000256,2025-09-22T20:30:07.872008Z,PING-002648,0.1926,0.2678,0.2701,0.3289,buoy,0.81,183.09,0.55,24.743372,65.971475,353.7
IMG-000257,2025-09-15T15:36:43.930365Z,PING-010365,0.5851,0.1971,0.7084,0.3247,buoy,0.92,126.63,3.0,24.879464,66.998657,101.18
IMG-000258,2025-09-11T20:54:53.250255Z,PING-006696,0.1478,0.0398,0.2374,0.0771,buoy,0.92,337.01,2.51,24.918419,66.588634,195.88
IMG-000259,2025-08-28T16:26:16.169237Z,PING-009399,0.1183,0.1502,0.256,0.1806,wreck,0.81,70.18,1.63,24.593986,67.163475,158.92
IMG-000260,2025-09-13T05:16:33.428987Z,PING-013947,0.5259,0.1843,0.6464,0.321,rock,0.55,209.2,2.88,24.505437,66.928105,68.17
IMG-000261,2025-09-24T11:18:34.276853Z,PING-016890,0.0114,0.2447,0.0387,0.2775,buoy,0.61,278.3,2.12,24.624231,65.880888,153.03
IMG-000262,2025-08-29T23:19:52.464876Z,PING-016365,0.1444,0.199,0.2408,0.3435,fish,0.66,162.52,1.14,24.439971,67.461023,107.08
IMG-000263,2025-09-10T07:40:05.156310Z,PING-006811,0.5106,0.2731,0.5951,0.4758,fish,0.99,184.2,2.1,24.976796,66.877,41.09
IMG-000264,2025-09-21T02:10:45.699820Z,PING-018891,0.4278,0.1242,0.4989,0.1733,rock,0.81,203.05,2.34,24.65549,66.323815,96.11
IMG-000265,2025-09-16T23:49:26.954602Z,PING-017401,0.1711,0.1793,0.2113,0.3065,mine_like_object,0.74,178.26,0.66,24.738037,67.718965,281.15
IMG-000266,2025-09-15T16:19:19.498043Z,PING-001755,0.3565,0.4902,0.5527,0.5738,fish,0.74,63.8,2.94,23.988594,66.625059,157.36
IMG-000267,2025-09-15T20:15:33.443078Z,PING-003191,0.1858,0.595,0.2983,0.6509,fish,0.82,186.1,1.98,23.98003,67.001816,85.64
IMG-000268,2025-09-05T13:18:15.761345Z,PING-009494,0.3295,0.2329,0.4295,0.3428,rock,0.92,59.01,1.53,24.795369,66.746512,84.89
IMG-000269,2025-09-03T13:51:24.757717Z,PING-018241,0.3663,0.6003,0.4037,0.7742,fish,0.8,109.08,2.06,23.761651,67.488071,208.56
IMG-000270,2025-09-19T01:12:38.812383Z,PING-000731,0.2678,0.1102,0.2889,0.1662,buoy,0.62,71.57,1.23,25.286673,66.651204,133.68
IMG-000271,2025-09-19T01:45:08.616391Z,PING-012801,0.1325,0.0784,0.2288,0.3373,fish,0.77,286.48,2.25,25.262939,66.9017,267.87
IMG-000272,2025-09-20T18:45:46.147143Z,PING-007695,0.6995,0.0652,0.7421,0.2375,rock,0.71,239.13,0.01,25.102766,67.290353,172.53
IMG-000273,2025-09-22T04:00:14.209609Z,PING-012966,0.2436,0.072,0.2945,0.1282,buoy,0.65,235.7,2.19,24.09605,66.516877,30.63
IMG-000274,2025-09-10T02:38:14.195231Z,PING-008727,0.2834,0.184,0.4613,0.2306,buoy,0.72,50.98,0.98,23.825664,66.842858,35.9
IMG-000275,2025-09-09T19:33:44.933212Z,PING-017331,0.2202,0.5975,0.3618,0.6981,wreck,0.82,169.84,1.87,24.739437,68.002356,89.82
IMG-000276,2025-09-18T17:14:35.801265Z,PING-003666,0.3284,0.4892,0.539,0.614,rock,0.58,117.48,2.3,23.917924,66.236467,166.8
IMG-000277,2025-09-14T06:26:41.205959Z,PING-000591,0.2604,0.4053,0.3456,0.4665,fish,0.92,296.28,2.44,25.090856,66.88951,16.15
IMG-000278,2025-09-15T19:53:12.843235Z,PING-007062,0.3827,0.172,0.4743,0.2701,buoy,0.32,109.72,2.17,25.0985,65.835918,109.36
IMG-000279,2025-09-18T15:26:29.296561Z,PING-018242,0.1293,0.6961,0.1493,0.7422,buoy,0.71,335.35,0.78,25.389112,66.625582,116.64
IMG-000280,2025-09-21T11:16:28.543374Z,PING-018293,0.2784,0.3953,0.2984,0.5468,rock,0.77,281.83,1.95,24.575155,66.480975,62.78
IMG-000281,2025-09-04T21:49:38.143942Z,PING-019738,0.0761,0.0479,0.1591,0.2705,fish,0.83,140.56,0.24,25.065637,66.871985,85.01
IMG-000282,2025-09-06T00:53:25.710626Z,PING-005213,0.6351,0.3327,0.6937,0.4511,fish,0.99,335.7,1.76,24.720536,66.646271,26.92
IMG-000283,2025-08-28T14:08:15.885451Z,PING-000122,0.0336,0.1518,0.1095,0.1718,fish,0.65,206.42,0.24,23.913659,67.26795,367.97
IMG-000284,2025-09-12T02:49:56.822845Z,PING-014901,0.2051,0.3036,0.3128,0.3926,fish,0.69,16.03,2.22,24.12054,66.685517,84.73
IMG-000285,2025-08-26T20:20:57.071064Z,PING-017959,0.0476,0.0759,0.2156,0.244,buoy,0.72,109.77,0.66,24.998709,67.063647,0.99
IMG-000286,2025-09-08T17:42:04.760382Z,PING-017815,0.2928,0.0982,0.3175,0.2398,fish,0.69,127.81,2.32,25.079915,66.747697,149.06
IMG-000287,2025-09-11T01:10:29.590545Z,PING-002908,0.1195,0.4338,0.1395,0.5259,buoy,0.99,319.41,2.75,24.960771,66.936444,2.67
IMG-000288,2025-09-03T08:46:49.622900Z,PING-009827,0.267,0.4496,0.416,0.5473,submersible,0.81,53.4,1.23,24.378651,66.897925,113.09
IMG-000289,2025-09-12T11:52:14.508778Z,PING-005826,0.1048,0.6432,0.211,0.732,fish,0.83,1.12,1.22,25.10472,67.088789,172.03
IMG-000290,2025-08-26T16:25:51.345225Z,PING-004547,0.1788,0.3025,0.2172,0.4401,buoy,0.59,279.15,0.37,25.806471,66.883419,105.34
IMG-000291,2025-08-26T21:21:41.202621Z,PING-010634,0.016,0.0965,0.1223,0.2755,buoy,0.65,60.16,0.99,24.874214,66.644019,81.34
IMG-000292,2025-09-19T10:44:35.350613Z,PING-000510,0.0911,0.5608,0.1761,0.6663,mine_like_object,0.57,329.06,1.34,25.542749,66.23929,215.59
IMG-000293,2025-09-05T13:48:28.839921Z,PING-013090,0.2733,0.6353,0.3521,0.7711,rock,0.7,355.52,1.66,24.775835,68.027851,249.78
IMG-000294,2025-08-29T13:57:15.546177Z,PING-016897,0.1504,0.2847,0.2523,0.4129,fish,0.6,286.16,0.97,24.551915,67.594608,265.8
IMG-000295,2025-09-10T10:29:09.227445Z,PING-017317,0.0743,0.3015,0.1927,0.3782,rock,0.51,131.87,0.54,24.792828,66.894519,270.64
IMG-000296,2025-09-17T20:51:57.987015Z,PING-004858,0.1963,0.1892,0.2782,0.335,fish,0.66,139.68,0.58,24.58023,67.157663,28.21
IMG-000297,2025-09-01T05:51:42.800655Z,PING-006350,0.0071,0.4205,0.1362,0.4993,fish,0.61,277.66,0.63,24.464882,67.056382,23.81
IMG-000298,2025-09-13T10:57:06.810706Z,PING-018490,0.2386,0.0766,0.3896,0.1335,rock,0.78,338.92,0.79,24.658425,66.547209,222.59
IMG-000299,2025-08-28T07:55:15.326647Z,PING-016912,0.3778,0.2447,0.5026,0.3507,buoy,0.53,264.54,2.66,24.556107,66.879655,224.91
IMG-000300,2025-08-27T07:40:53.718652Z,PING-003164,0.2436,0.461,0.417,0.6115,submersible,0.57,141.74,0.99,25.738029,67.144547,65.64
IMG-000301,2025-09-10T17:02:45.902408Z,PING-005696,0.327,0.0525,0.4075,0.0981,wreck,0.87,50.08,0.03,25.006317,68.007732,199.62
IMG-000302,2025-09-10T23:43:40.932596Z,PING-000412,0.0517,0.3786,0.1139,0.5031,fish,0.64,24.79,0.08,24.956207,65.668927,189.25
IMG-000303,2025-09-13T21:25:13.002066Z,PING-018502,0.4959,0.3218,0.6321,0.3943,fish,0.77,221.04,3.21,24.876258,67.014413,261.56
IMG-000304,2025-09-16T13:15:23.434392Z,PING-015644,0.141,0.11,0.161,0.1576,buoy,0.65,87.26,4.03,25.022106,66.709102,117.62
IMG-000305,2025-09-24T01:05:03.287350Z,PING-004690,0.1032,0.5937,0.2178,0.6939,wreck,0.77,298.17,1.57,23.498422,66.915874,0.04
IMG-000306,2025-09-10T06:12:25.200180Z,PING-005327,0.2978,0.2956,0.4035,0.4256,submersible,0.99,125.43,0.37,24.131236,66.842279,46.6
IMG-000307,2025-09-04T10:59:57.875247Z,PING-000910,0.2764,0.2782,0.4808,0.3742,buoy,0.8,351.47,1.46,25.111876,67.142389,393.58
IMG-000308,2025-09-18T15:00:17.314223Z,PING-015638,0.115,0.2774,0.2063,0.2982,fish,0.68,219.12,1.12,24.296058,67.134914,99.69
IMG-000309,2025-09-02T21:28:11.892654Z,PING-001043,0.2589,0.2343,0.3435,0.3492,wreck,0.73,307.05,3.28,25.65353,67.144967,140.1
IMG-000310,2025-09-07T22:31:48.619852Z,PING-009054,0.6382,0.1158,0.8449,0.2358,mine_like_object,0.97,194.83,1.17,25.540916,66.390463,82.88
IMG-000311,2025-08-28T02:57:33.637822Z,PING-000275,0.2311,0.1469,0.3331,0.2833,buoy,0.44,73.45,2.3,24.973711,65.950039,99.75
IMG-000312,2025-08-26T12:43:23.824316Z,PING-004992,0.2384,0.2603,0.2808,0.4913,fish,0.64,93.88,2.38,24.822545,66.925889,154.52
IMG-000313,2025-09-23T15:34:39.388228Z,PING-003239,0.1283,0.2577,0.2541,0.2941,rock,0.81,281.74,0.21,24.271382,65.936706,21.92
IMG-000314,2025-09-19T20:22:35.169751Z,PING-013217,0.4527,0.2287,0.5399,0.3456,rock,0.68,307.67,1.7,24.876721,67.719212,188.75
IMG-000315,2025-09-15T15:34:19.839578Z,PING-018598,0.2694,0.1968,0.3118,0.4156,rock,0.57,219.67,0.54,24.834987,66.665791,294.9
IMG-000316,2025-09-07T00:55:00.729305Z,PING-016416,0.3188,0.2196,0.5438,0.317,fish,0.55,198.74,2.41,24.601911,65.823147,323.78
IMG-000317,2025-08-30T23:14:33.575007Z,PING-003086,0.2795,0.3949,0.3279,0.5015,fish,0.7,32.94,3.54,24.817544,66.815486,103.16
IMG-000318,2025-08-30T11:06:19.511986Z,PING-003938,0.2142,0.3177,0.3223,0.4072,fish,0.72,84.73,0.5,24.280196,67.027379,307.05
IMG-000319,2025-09-02T06:38:44.289426Z,PING-008855,0.0343,0.1034,0.0656,0.1626,rock,0.99,213.04,2.36,24.894297,66.635985,115.52
IMG-000320,2025-09-11T05:54:50.212301Z,PING-008019,0.1304,0.3948,0.2242,0.5159,buoy,0.78,39.94,0.97,23.754673,66.976115,12.38
IMG-000321,2025-09-16T04:58:47.329022Z,PING-019033,0.3109,0.1304,0.404,0.2362,fish,0.85,132.24,1.34,24.106694,66.734691,284.38
IMG-000322,2025-09-14T13:48:46.297835Z,PING-010010,0.3058,0.1882,0.3661,0.2857,wreck,0.67,71.94,2.08,25.16006,66.865835,218.73
IMG-000323,2025-09-03T04:01:23.358267Z,PING-003423,0.3597,0.2855,0.466,0.3852,rock,0.66,204.49,1.03,25.042315,66.678294,246.47
IMG-000324,2025-09-23T09:58:25.504862Z,PING-007542,0.3669,0.3729,0.5004,0.5698,fish,0.64,197.16,0.66,24.976874,67.307132,290.84
IMG-000325,2025-09-16T21:45:23.505458Z,PING-015671,0.1028,0.3445,0.3362,0.4154,rock,0.92,8.53,0.61,24.32064,66.882875,56.7
IMG-000326,2025-09-11T09:36:20.401493Z,PING-019395,0.2378,0.3655,0.303,0.5356,buoy,0.71,124.44,2.23,24.249868,67.098782,3.24
IMG-000327,2025-09-13T02:54:34.871622Z,PING-016276,0.2584,0.4366,0.3074,0.533,fish,0.58,202.5,1.14,24.805058,66.196707,140.53
IMG-000328,2025-09-07T08:34:58.059196Z,PING-007608,0.3274,0.103,0.3871,0.1647,rock,0.71,107.27,3.85,24.606158,67.310943,258.51
IMG-000329,2025-09-02T04:50:13.422170Z,PING-015291,0.2531,0.1074,0.3392,0.2112,buoy,0.77,159.24,1.23,24.528484,66.146232,23.49
IMG-000330,2025-09-05T10:46:15.880447Z,PING-007481,0.2451,0.1903,0.3022,0.3542,fish,0.8,343.41,3.33,24.819926,67.062953,201.57
IMG-000331,2025-09-17T12:07:11.815707Z,PING-008863,0.28,0.3953,0.5671,0.4754,fish,0.66,41.42,0.79,24.687025,66.427615,401.75
IMG-000332,2025-08-26T04:50:02.619911Z,PING-016965,0.4687,0.3138,0.4957,0.4046,rock,0.9,192.48,2.11,24.818355,67.161647,208.24
IMG-000333,2025-08-29T06:02:34.981577Z,PING-002062,0.222,0.281,0.2997,0.3994,wreck,0.55,202.9,2.19,24.732026,67.669619,204.29
IMG-000334,2025-08-27T03:35:33.545503Z,PING-010518,0.4749,0.0602,0.5061,0.0802,submersible,0.94,33.34,0.12,24.34428,67.497313,198.52
IMG-000335,2025-08-26T23:47:43.752994Z,PING-011567,0.2747,0.0869,0.4689,0.2177,wreck,0.69,82.56,0.92,24.267452,65.728133,155.03
IMG-000336,2025-09-20T10:24:08.531140Z,PING-017235,0.3081,0.5594,0.4563,0.6071,rock,0.72,291.1,0.21,25.00811,66.465992,10.29
IMG-000337,2025-09-15T21:06:15.868896Z,PING-016490,0.4888,0.2226,0.5546,0.3269,buoy,0.55,124.13,1.85,24.78469,66.490386,40.88
IMG-000338,2025-09-08T23:52:33.262377Z,PING-004330,0.272,0.1256,0.4572,0.2051,fish,0.87,44.68,1.82,24.846064,66.904694,182.4
IMG-000339,2025-08-28T16:54:40.841790Z,PING-000128,0.3403,0.1804,0.4567,0.3416,fish,0.99,250.44,1.61,24.665241,66.610864,69.76
IMG-000340,2025-09-09T12:26:03.045686Z,PING-011562,0.2627,0.4513,0.3403,0.5668,buoy,0.69,84.45,0.98,25.192976,67.066409,298.45
IMG-000341,2025-09-08T23:22:13.527246Z,PING-017656,0.5068,0.305,0.6446,0.3664,fish,0.9,317.8,1.15,24.149567,66.158183,164.65
IMG-000342,2025-08-30T23:10:33.944190Z,PING-000502,0.4174,0.1489,0.4488,0.3026,fish,0.67,159.73,3.49,24.412975,66.856249,0.73
IMG-000343,2025-09-07T18:50:38.172208Z,PING-016189,0.2436,0.433,0.4594,0.4829,buoy,0.56,298.47,2.55,24.916025,66.786675,495.01
IMG-000344,2025-09-06T17:23:38.968941Z,PING-006789,0.4287,0.5435,0.4863,0.6255,fish,0.72,31.95,1.9,25.419065,66.508441,293.68
